id;title
slsp;International Conference on Statistical Language and Speech Processing (SLSP)
wirtschaftsinformatik;International Conference on Wirtschaftsinformatik (WI)
rif;Seminary of Computer Science Research at Feminine (RIF)
casfe;Workshop on Context-Aware Adaptation of Service Front-Ends (CASFE)
ngmast;International Conference on Next Generation Mobile Applications Services and Technologies (NGMAST)
iccasa;International Conference on Context-Aware Systems and Applications (ICCASA)
slte;ISCA International Workshop on Speech and Language Technology in Education (SLaTE)
icse-seeng;Workshop on Software Engineering Education for the Next Generation (SEENG)
planX;Error 404 Not Found
asiasim;Asian Simulation Conference (AsiaSim)
icfnds;International Conference on Future Networks and Distributed Systems (ICFNDS)
vlsic;Symposium on VLSI Circuits (VLSIC)
eemmas;Engineering Environment-Mediated Multi-Agent Systems (EEMMAS)
ecbs;Annual IEEE International Conference and Workshop on the Engineering of Computer-Based Systems (ECBS)
mdafa;Model Driven Architecture Foundations and Applications (MDAFA)
servicewave;Towards a Service-Based Internet (ServiceWave)
icdp;International Conferences on Imaging for Crime Detection and Prevention (ICDP)
sbp;Social Computing Behavioral Modeling and Prediction (SBP)
imagapp;International Conference on Imaging Theory and Applications (IMAGAPP)
ipcc;International Professional Communication Conference (ProComm)
icdis;International Conference on Data Intelligence and Security (ICDIS)
ceec;Computer Science and Electronic Engineering Conference (CEEC)
cimca;International Conference on Computational Intelligence for Modelling Control and Automation (CIMCA)
digitel;Digital Game and Intelligent Toy Enhanced Learning (DIGITEL)
epew;European Workshop on Computer Performance Engineering (EPEW)
cpsweek;Cyber-Physical Systems and Internet-of-Things Week (CPS-IoT Week)
imcsit;International Multiconference on Computer Science and Information Technology (IMCSIT)
daarc;Discourse Anaphora and Anaphor Resolution Colloquium (DAARC)
wisnet;Topical Conference on Wireless Sensors and Sensor Networks (WiSNet)
abials;Anticipatory Behavior in Adaptive Learning Systems (ABiALS)
icwit;International Conference on Web and Information Technologies (ICWIT)
clif;Corpus Linguistics Fest (CLiF)
starsem;Joint Conference on Lexical and Computational Semantics (*SEM)
crypto;Annual International Cryptology Conference (CRYPTO)
simpar;Simulation Modeling and Programming for Autonomous Robots (SIMPAR)
cases;International Conference on Compilers Architecture and Synthesis for Embedded Systems (CASES)
essderc;European Solid-State Device Research Conference (ESSDERC)
modre-ws;Model-Driven Requirements Engineering Workshop (MoDRE)
ipta;International Conference on Image Processing Theory Tools and Applications (IPTA)
sensecam;International SenseCam & Pervasive Imaging Conference (SenseCam)
ahfe;International Conference on Applied Human Factors and Ergonomics (AHFE)
icitee;International Conferences on Information Technologies and Electrical Engineering (ICITEE)
qurator;Conference on Digital Curation Technologies (Qurator)
nanonet;International ICST Conference on Nano-Networks (Nano-Net)
spaa;ACM Symposium on Parallelism in Algorithms and Architectures (SPAA)
socinfo;Social Informatics (SocInfo)
gpc;Grid and Pervasive Computing (GPC)
asplos;International Conference on Architectural Support for Programming Languages and Operating Systems (ASPLOS)
dars;International Symposium on Distributed Autonomous Robotic Systems (DARS)
icse-chase;International Workshop on Cooperative and Human Aspects of Software Engineering (CHASE)
atva;Automated Technology for Verification and Analysis (ATVA)
nips;Conference on Neural Information Processing Systems (NeurIPS)
iicaiet;International Conference on Artificial Intelligence in Engineering and Technology (IICAIET)
inns-wc;International Neural Network Society Winter Conference (INNS-WC)
cpp;International Conference on Certified Programs and Proofs (CPP)
bonnco;Bonn Workshop of Combinatorial Optimization
vsip;International Conference on Video Signal and Image Processing (VSIP)
adhoc-now;International Conference on Ad-Hoc Mobile and Wireless Networks (ADHOC-NOW)
ppig;Annual Workshop of the Psychology of Programming Interest Group (PPIG)
itpm;International Workshop IT Project Management (ITPM)
bpsc;Business Process and Services Computing (BPSC)
egve;International Conference on Artificial Reality and Telexistence and Eurographics Symposium on Virtual Environments (EGVE)
clear2;Conference on Causal Learning and Reasoning (CLeaR)
iwpse;International Workshop on Principles of Software Evolution (IWPSE)
a4cloud;Summer School on Accountability and Security in the Cloud (A4Cloud)
miipop;Medical Imaging Image Perception Observer Performance and Technology Assessment
anzcc;Australian and New Zealand Control Conference (ANZCC)
jac;Journées Automates Cellulaires (JAC)
cybersecpods;International Conference on Cyber Security And Protection Of Digital Services (Cyber Security)
giae;Geometric Invariance and Applications in Engineering (GIAE)
fimh;Functional Imaging and Modeling of the Heart (FIMH)
bdca;International Conference on Big Data Cloud and Applications (BDCA)
aire-ws;International Workshop on Artificial Intelligence for Requirements Engineering (AIRE)
mrco;Modeling and Retrieval of Context (MRC)
ifip5-7;Advances in Production Management Systems (APMS)
pdcat;International Conference on Parallel and Distributed Computing Applications and Technologies (PDCAT)
enase;International Conference on Evaluation of Novel Approaches to Software Engineering (ENASE)
tacl;International Conference on Topology Algebra and Categories in Logic (TACL)
icdke;International Conference on Data and Knowledge Engineering (ICDKE)
iwsw;International Workshop on Semantic Web Technologies (IWSW)
cfi;International Conference of Future Internet (CFI)
womo;International Workshop on Modular Ontologies (WoMO )
kont;International Conference on Knowledge Processing and Data Analysis (KONT)
ecscw;European Conference on Computer Supported Cooperative Work (ECSCW)
vsgames;International Conference on Games and Virtual Worlds for Serious Applications (VS-GAMES)
icadiwt;International Conference on Applications of Digital Information and Web Technologies (ICADIWT)
nldb;International Conference on Applications of Natural Language to Data Bases (NLDB)
complexis;International Conference on Complex Information Systems (COMPLEXIS)
datalog;Datalog
itsl;Information Theory and Statistical Learning (ITSL)
etis;European Tangible Interaction Studio (ETIS)
fitramen;Traffic Management and Traffic Engineering for the Future Internet (FITraMEn)
sin;International Conference on Security of Information and Networks (SIN)
misnc;International Conference on Multidisciplinary Social Networks Research (MISNC)
aaai;AAAI Conference on Artificial Intelligence (AAAI)
ccgidis;International Symposium on Communicability Computer Graphics and Innovative Design for Interactive Systems (CCGIDIS)
fpl;International Conference on Field-Programmable Logic and Applications (FPL)
ichl;International Conference on Hybrid Learning and Education (ICHL)
5gu;International Conference on 5G for Ubiquitous Connectivity (5GU)
ap2ps;International Conference on Advances in P2P Systems (AP2PS)
iciso;International Conference on Informatics and Semiotics in Organisations (ICISO)
miproBIS;Business Intelligence Systems (miproBIS)
rcra;Workshop on Knowledge Representation and Automated Reasoning (RCRA)
iticse;Annual Conference on Innovation and Technology in Computer Science Education (ITiCSE)
crowdre-ws;International Workshop on Crowd-Based Requirements Engineering (CrowdRE)
tophpc;TopHPC (TopHPC)
rsfdgrc;Rough Sets Fuzzy Sets Data Mining and Granular Computing (RSFDGrC)
pdp;International Euromicro Conference on Parallel Distributed and Network-Based Processing (PDP)
acs2;International Conference on Advanced Computer Systems (ACS)
maics;Midwest Artificial Intelligence and Cognitive Science Conference (MAICS)
pci;Panhellenic Conference on Informatics (PCI)
slerd;Smart Learning Ecosystems and Regional Development (SLERD)
icdcsw;International Conference on Distributed ComputingSystems (ICDCS) - Workshops
latincom;IEEE Latin-American Conference on Communications (LATINCOM)
itee;Information Technologies in Environmental Engineering (ITEE)
asunam;International Conference on Advances in Social Networks Analysis and Mining (ASONAM)
icsea;International Conference on Software Engineering Advances (ICSEA)
edge;International Conference on Edge Computing (EDGE)
m2vip;International Conference on Mechatronics and Machine Vision in Practice (M2VIP)
sswmc;Security Steganography and Watermarking of Multimedia Contents (SSWMC)
netgames;Network and System Support for Games (NETGAMES)
gcai;Global Conference on Artificial Intelligence (GCAI)
gamifin;GamiFIN Conference (GamiFIN)
fuzzy;Fuzzy Days
anrw;Applied Networking Research Workshop (ANRW)
im;IFIP/IEEE Symposium on Integrated Network Management (IM)
eclipseit;Italian Workshop on Eclipse Technologies (Eclipse-IT)
obd;International Conference on Open and Big Data (OBD)
amsterdam;Amsterdam Colloquium
pris;Pattern Recognition in Information Systems (PRIS)
wabi;Workshop on Algorithms in Bioinformatics (WABI)
icb;International Joint Conference on Biometrics (IJCB)
iastedWTAS;Web Technologies Applications and Services (WTAS)
hipc;International Conference on High Performance Computing Data and Analytics (HiPC)
sepln;Annual Conference of the Spanish Society for Natural Language Processing (SEPLN)
dils;Data Integration in the Life Sciences (DILS)
fods;Foundations of Data Science Conference (FODS)
dagstuhl;Dagstuhl Publications
ambn;Workshop on Advanced Methodologies for Bayesian Networks (AMBN)
chpc;International Conference on Competence in High Performance Computing (CHPC)
paciia;IEEE Pacific-Asia Workshop on Computational Intelligence and Industrial Application (PACIIA)
grades;International Workshop on Graph Data Management Experiences and Systems (GRADES)
date;Design Automation and Test in Europe (DATE)
icsoft;International Conference on Software and Data Technologies (ICSOFT)
crone;Congress on Robotics and Neuroscience (CRoNe)
clawar;International Conference on Climbing and Walking Robots and the Support Technologies for Mobile Machines (CLAWAR)
scis;Scandinavian Conference on Information Systems (SCIS)
monterey;Monterey Workshop (Monterey)
pakdd;Pacific-Asia Conference on Knowledge Discovery and Data Mining (PAKDD)
ccs3;International Symposium on Community-centric Systems (CcS)
healthcom;International Conference on e-Health Networking Applications and Services (Healthcom)
er;International Conference on Conceptual Modeling
sigsoft;ACM SIGSOFT Conference on the Foundations of Software Engineering (FSE)
wcae;Workshop On Computer Architecture Education (WCAE)
scala;ACM SIGPLAN Symposium on Scala (SCALA)
ph;International Conference on Pervasive Computing Technologies for Healthcare (PervasiveHealth)
ecil;European Conference on Information Literacy (ECIL)
wspi;Workshop on Philosophy and Informatics (WSPI)
slate;Symposium on Languages Applications and Technologies (SLATE)
etra;Eye Tracking Research & Application (ETRA)
ispcs;IEEE International Symposium on Precision Clock Synchronization for Measurement Control and Communication (ISPCS)
isicdm;International Symposium on Image Computing and Digital Medicine (ISICDM)
nma;Numerical Methods and Applications (NMA)
