,author,name,pid
5344,David Stotts,David Stotts,91/261
5345,David Streader,David Streader,20/4581
5346,David Sturgill,David Sturgill,15/2842
5347,David Suter,David Suter,37/5634
5348,David Svoboda,David Svoboda,s/DavidSvoboda
5349,David T. Blaauw,David T. Blaauw,b/DBlaauw
5350,David T. Cliff,Dave Cliff,47/5766
5351,David T. Lee,David T. Lee,153/6764
5352,David Taniar,David Taniar,t/DavidTaniar
5353,David Timothy Lee,David Lee 0002,153/6764
5354,David Tipper,David Tipper,58/4098
5355,David Toman 0001,David Toman 0001,t/DavidToman
5356,David V. Mason,David V. Mason,74/6206
5357,David Van Horn,David Van Horn,77/2466
5358,David Vilares,David Vilares,128/2835
5359,David Vilares Calvo,David Vilares,128/2835
5360,David W. Albrecht,David W. Albrecht,76/5309
5361,David W. Chadwick,David W. Chadwick,c/DavidWChadwick
5362,David W. Cheung,David W. Cheung,c/DWLCheung
5363,David W. Cordes,David Cordes,c/DavidCordes
5364,David W. Corne,David W. Corne,c/DavidWCorne
5365,David W. Jacobs,David Jacobs 0001,j/DavidWJacobs
5366,David W. Juedes,David W. Juedes,j/DavidWJuedes
5367,David W. Petr,David W. Petr,59/927
5368,David W. Walker,David W. Walker,w/DavidWWalker
5369,David W. Wilson 0001,David W. Wilson 0001,39/10498-1
5370,David Wai-Lok Cheung,David Wai-Lok Cheung,c/DWLCheung
5371,David Wakeling,David Wakeling,51/5007
5372,David Walker,David Walker,53/5714
5373,David Warren Tipper,David Tipper,58/4098
5374,David Welch,David Welch,40/6099
5375,David Wentzlaff,David Wentzlaff,49/4239
5376,David Windridge,David Windridge,w/DavidWindridge
5377,David Wingate,David Wingate,14/5737
5378,David Wishart,David Wishart,79/4992
5379,David Wolfe Corne,David W. Corne,c/DavidWCorne
5380,David Yarowsky,David Yarowsky,25/3805
5381,David Yau,,
5382,David Z. Pan,David Z. Pan,p/DavidZhigangPan
5383,David Zhang 0001,David Zhang 0001,z/DavidZhang
5384,David Zhigang Pan,David Z. Pan,p/DavidZhigangPan
5385,David Zuckerman,David Zuckerman,z/DZuckerman
5386,David van Leeuwen,David A. van Leeuwen,57/3801
5387,Davide Bacciu,Davide Bacciu,07/6626
5388,Davide Balzarotti,Davide Balzarotti,56/490
5389,Davide Bolchini,Davide Bolchini,b/DavideBolchini
5390,Davide Careglio,Davide Careglio,76/2080
5391,Davide Di Ruscio,Davide Di Ruscio,r/DavideDiRuscio
5392,Davide Fossati,Davide Fossati,65/6767
5393,Davide Martinenghi,Davide Martinenghi,14/6896
5394,Davide Mottin,Davide Mottin,135/7623
5395,Davide Scaramuzza 0001,Davide Scaramuzza 0001,62/3318
5396,Davide Taibi 0001,Davide Taibi 0001,68/732-1
5397,Davood Rafiei,Davood Rafiei,r/DRafiei
5398,Davor Svetinovic,Davor Svetinovic,68/6669
5399,Dawei Jiang,Dawei Jiang,63/4341
5400,Dawei Li,Dawei Li,13/5856
5401,Dawei Song 0001,Dawei Song 0001,47/6784-1
5402,Dawei Zhou 0003,Dawei Zhou 0003,39/3130-3
5403,Dawn C. Walker,Dawn C. Walker,52/7069
5404,Dawn E. Wilkins,Dawn Wilkins,w/DawnWilkins
5405,Dawn MacIsaac,Dawn MacIsaac,93/4864
5406,Dawn T. MacIsaac,Dawn MacIsaac,93/4864
5407,Dawn Wilkins,Dawn Wilkins,w/DawnWilkins
5408,Dawson R. Engler,Dawson R. Engler,e/DREngler
5409,Dawu Gu,Dawu Gu,72/1963
5410,Dazhao Cheng,Dazhao Cheng,140/9578
5411,De-Chuan Zhan,De-Chuan Zhan,74/498
5412,DeLiang L. Wang,DeLiang L. Wang,31/6085
5413,DeLiang Wang,DeLiang Wang,31/6085
5414,Dean C. Barratt,Dean C. Barratt,63/4928
5415,Dean Hendrix,Dean Hendrix,94/8508
5416,Dean Knudson,Dean Knudson,90/1879
5417,Dean M. Tullsen,Dean M. Tullsen,t/DeanMTullsen
5418,Dean Mohamedally,Dean Mohamedally,01/7900
5419,Dean Pemberton,Dean Pemberton,78/3917
5420,Deba Prasad Mandal,Deba Prasad Mandal,80/6121
5421,Debabrata Das,Debabrata Das,37/6741
5422,Debajyoti Bera,Debajyoti Bera,46/6276
5423,Debajyoti Mondal,Debajyoti Mondal,90/8236
5424,Debapriyo Majumdar,Debapriyo Majumdar,m/DebapriyoMajumdar
5425,Debarati Das 0001,Debarati Das 0001,145/0249-1
5426,Debarghya Ghoshdastidar,Debarghya Ghoshdastidar,63/10964
5427,Debarka Sengupta,Debarka Sengupta,14/11132
5428,Debashis Sahoo,Debashis Sahoo,33/1086
5429,Debasis Mitra,Debasis Mitra,182/0418
5430,Debasis Samanta,Debasis Samanta,28/3822
5431,Debdeep Mukhopadhyay,Debdeep Mukhopadhyay,85/3079
5432,Debi Prosad Dogra,Debi Prosad Dogra,97/7630
5433,Debin Gao,Debin Gao,60/206
5434,Debin Zhao,Debin Zhao,16/3958
5435,Debmalya Panigrahi,Debmalya Panigrahi,81/6547
5436,Deborah Anne Trytten,Deborah Anne Trytten,09/605
5437,Deborah Estrin [Tech],,
5438,Deborah G. Tatar,Deborah G. Tatar,18/1023
5439,Deborah Joseph,Deborah Joseph,j/DeborahJoseph
5440,Deborah Richards,,
5441,Deborah Stacey,Deborah Stacey,14/5035
5442,Debra J. Richardson,Debra J. Richardson,r/DJRichardson
5443,Debrup Chakraborty,Debrup Chakraborty,42/1889
5444,Debswapna Bhattacharya,Debswapna Bhattacharya,137/8045
5445,Declan O'Sullivan,Declan O'Sullivan,16/508
5446,Deendayal Dinakarpandian,Deendayal Dinakarpandian,93/6637
5447,Deep Medhi,Deep Medhi,m/DeepMedhi
5448,Deepak Ajwani,Deepak Ajwani,24/2712
5449,Deepak B. Phatak,Deepak B. Phatak,p/DBPhatak
5450,Deepak D'Souza,Deepak D'Souza,97/4727
5451,Deepak Ganesan,Deepak Ganesan,g/DeepakGanesan
5452,Deepak Garg 0001 [SWS],,
5453,Deepak K. Ghodgaonkar,Deepak K. Ghodgaonkar,139/1943
5454,Deepak Kapur,Deepak Kapur,k/DeepakKapur
5455,Deepak Khemani,Deepak Khemani,54/5388
5456,Deepak P 0001,Deepak P 0001,33/1882
5457,Deepak Padmanabhan 0001,Deepak P 0001,33/1882
5458,Deepak Pathak,Deepak Pathak,155/9860
5459,Deepak Vasisht,Deepak Vasisht,149/9280
5460,Deepak Venugopal,Deepak Venugopal,16/2321
5461,Deepanjan Kesh,Deepanjan Kesh,52/25
5462,Deepankar Medhi,,
5463,Deeparnab Chakrabarty,Deeparnab Chakrabarty,80/5358
5464,Deepinder Sidhu,Deepinder P. Sidhu,54/2949
5465,Deepti R. Bathula,Deepti R. Bathula,16/2063
5466,Deepu Rajan,Deepu Rajan,95/3115
5467,Defu Lian,Defu Lian,87/10734
5468,Deh Cac Can,David Naccache,41/6833
5469,Deian Stefan,Deian Stefan,91/6118
5470,Dejan Kostic,Dejan Kostic,03/3188
5471,Dejan Milutinovic,Dejan Milutinovic,85/3952
5472,Dejing Dou,Dejing Dou,26/2854
5473,Dejun Jiang 0001,Dejun Jiang 0001,50/4908-1
5474,Dejun Yang,Dejun Yang,81/7890
5475,Dekai Wu,Dekai Wu,68/3485
5476,Delaram Jarchi,Delaram Jarchi,46/9875
5477,Delaram Kahrobaei,Delaram Kahrobaei,71/4705
5478,Delbert Willie,Delbert Willie,77/8949
5479,Delfina Malandrino,Delfina Malandrino,98/2936
5480,Deliang Fan,Deliang Fan,129/1701
5481,Dell Zhang,Dell Zhang,z/DellZhang
5482,Delphine Christin,Delphine Reinhardt,60/7821
5483,Delphine Reinhardt,Delphine Reinhardt,60/7821
5484,Demetri Terzopoulos,Demetri Terzopoulos,85/4738
5485,Demetrios Achlioptas,Dimitris Achlioptas,34/4066
5486,Demetrios G. Sampson,Demetrios G. Sampson,s/DemetriosGSampson
5487,Demetrios-Dionysios Koutsouris,Dimitris Koutsouris,27/3742
5488,Demetris Trihinas,Demetris Trihinas,148/6598
5489,Deming Chen,Deming Chen,37/1234
5490,Demosthenis Teneketzis,Demosthenis Teneketzis,40/1496
5491,Deng Cai 0001,Deng Cai 0001,c/DCai
5492,Deng Pan,Deng Pan,56/2238
5493,Dengji Zhao,Dengji Zhao,54/7566
5494,Denilson Barbosa,Denilson Barbosa,b/DBarbosa
5495,Denis A. Nicole,Denis A. Nicole,04/2787
5496,Denis Bouyssou,Denis Bouyssou,52/5514
5497,Denis Cornaz,Denis Cornaz,28/1494
5498,Denis Deratani Mauá,Denis Deratani Mauá,53/10263
5499,Denis Derkach,Denis Derkach,195/6073
5500,Denis F. Wolf,Denis F. Wolf,97/3033
5501,Denis Fernando Wolf,Denis F. Wolf,97/3033
5502,Denis Gracanin,Denis Gracanin,g/DenisGracanin
5503,Denis Hamelin,Denis Hamelin,12/3886
5504,Denis Helic,Denis Helic,11/6129
5505,Denis Kalkofen,Denis Kalkofen,27/2571
5506,Denis Kuperberg,Denis Kuperberg,21/8279
5507,Denis Laurendeau,Denis Laurendeau,54/6770
5508,Denis Nikitenko,,
5509,Denis Pankratov,Denis Pankratov,33/2732
5510,Denis Thérien,Denis Thérien,t/DenisTherien
5511,Denis Zampuniéris,Denis Zampuniéris,43/5803
5512,Denis Zorin,Denis Zorin,21/2496
5513,Denise Gorse,Denise Gorse,67/1045
5514,Denise Guliato,Denise Guliato,18/1119
5515,Denise M. Woit,Denise M. Woit,47/3493
5516,Deniz Gurkan,Deniz Gurkan,07/3031
5517,Deniz Turgay Altilar,D. Turgay Altilar,14/3629
5518,Deniz Yuret,Deniz Yuret,84/4160
5519,Deniz Yüret,Deniz Yuret,84/4160
5520,Dennis E. Shasha,Dennis E. Shasha,s/DennisShasha
5521,Dennis Elliot Shasha,Dennis E. Shasha,s/DennisShasha
5522,Dennis G. Kafura,Dennis G. Kafura,71/6910
5523,Dennis Hofheinz,Dennis Hofheinz,74/3914
5524,Dennis K. Peters,Dennis K. Peters,66/2559
5525,Dennis M. Volpano,Dennis M. Volpano,07/1483
5526,Dennis McLeod,Dennis McLeod,m/DennisMcLeod
5527,Dennis R. Bahler,Dennis R. Bahler,94/5262
5528,Dennis Shasha,Dennis E. Shasha,s/DennisShasha
5529,Dennis Wang,Dennis Wang,30/4906
5530,Denys Poshyvanyk,Denys Poshyvanyk,02/320
5531,Deokgun Park,Deokgun Park,334/5474
5532,Depei Qian,Depei Qian,08/4002
5533,Depeng Li,Depeng Li,90/4415
5534,Deqing Zou,Deqing Zou,z/DeqingZou
5535,Der-Chen Chang,Der-Chen Chang,20/8134
5536,Derek Aguiar,Derek Aguiar,31/8064
5537,Derek Dreyer [SWS],,
5538,Derek Eager,Derek Eager,325/4012
5539,Derek F. Reilly,Derek F. Reilly,25/630
5540,Derek G. Corneil,Derek G. Corneil,46/6360
5541,Derek Gordon Corneil,Derek G. Corneil,46/6360
5542,Derek Greene,Derek Greene,49/4144
5543,Derek Groen,Derek Groen,49/2135
5544,Derek Hoiem,Derek Hoiem,08/6948
5545,Derek Long,Derek Long,54/3768
5546,Derek McAuley,Derek McAuley,57/6908
5547,Derek Nowrouzezahrai,Derek Nowrouzezahrai,30/4225
5548,Derek R. Magee,Derek R. Magee,81/4570
5549,Derek Rayside,Derek Rayside,65/5877
5550,Derek Reilly,Derek Reilly,25/630
5551,Derek Ruths,Derek Ruths,70/10689
5552,Deren Chen,Deren Chen,51/4249
5553,Derick Wood,Derick Wood,w/DerickWood
5554,Derry Tanti Wijaya,Derry Wijaya,43/6731
5555,Derry Wijaya,Derry Wijaya,43/6731
5556,Des Greer,Des Greer,g/DesGreer
5557,Desh Ranjan,Desh Ranjan,r/DeshRanjan
5558,Deshen Moodley,Deshendran Moodley,80/311
5559,Deshendran Moodley,Deshendran Moodley,80/311
5560,Desheng Zhang,Desheng Zhang,15/8612
5561,Deshun Yang,Deshun Yang,57/8540
5562,Desmond Elliott,Desmond Elliott,46/7536
5563,Desmond Greer,Des Greer,g/DesGreer
5564,Despina Michael,Despina Michael-Grigoriou,53/8216
5565,Despina Michael-Grigoriou,Despina Michael-Grigoriou,53/8216
5566,Despina Polemi,Despina Polemi,40/7379
5567,Despoina Polemi,Despina Polemi,40/7379
5568,Detlef Krömker,Detlef Krömker,20/1106
5569,Detlef Plump,Detlef Plump,31/6990
5570,Deuk Heo,Deuk Hyoun Heo,17/5234
5571,Deuk Hyoun Heo,Deuk Hyoun Heo,17/5234
5572,Deukhyoun Heo,Deuk Hyoun Heo,17/5234
5573,Deva Ramanan,Deva Ramanan,49/488
5574,Devan Ray Donaldson,Devan Ray Donaldson,54/10850
5575,Devarajan Sridharan,Devarajan Sridharan,76/6617
5576,Devavrat Shah,Devavrat Shah,73/3881
5577,Devdatt Dubhashi,Devdatt P. Dubhashi,d/DPDubhashi
5578,Devesh Tiwari,Devesh Tiwari,76/9083
5579,Devika Subramanian,Devika Subramanian,99/5507
5580,Devin J. Balkcom,Devin J. Balkcom,22/3426
5581,Devis Tuia,Devis Tuia,99/606
5582,Devorah Gurwitz Kletenik,Devorah Kletenik,75/9827
5583,Devorah Kletenik,Devorah Kletenik,75/9827
5584,Dexter Campbell Kozen,Dexter Kozen,k/DexterKozen
5585,Dexter Hadley,Dexter Hadley,186/4951
5586,Dexter Kozen,Dexter Kozen,k/DexterKozen
5587,Deying Li,,
5588,Dezhen Song,Dezhen Song,16/3547
5589,Dezhong Yao 0002,Dezhong Yao 0002,93/5633-2
5590,Dhabaleswar K. D. K. Panda,Dhabaleswar K. D. K. Panda,p/DhabaleswarKPanda
5591,Dhabaleswar K. Panda,,
5592,Dhabaleswar K. Panda 0001,Dhabaleswar K. Panda 0001,p/DhabaleswarKPanda
5593,Dhabaleswar Kumar Panda 0001,Dhabaleswar K. Panda 0001,p/DhabaleswarKPanda
5594,Dhananjay M. Dhamdhere,Dhananjay M. Dhamdhere,d/DMDhamdhere
5595,Dhananjay Phatak,Dhananjay Phatak,151/1236
5596,Dharanipragada Janakiram,D. Janaki Ram,r/DJanakiRam
5597,Dharini Balasubramaniam,Dharini Balasubramaniam,03/427
5598,Dharma Agrawal,Dharma P. Agrawal,a/DharmaPAgrawal
5599,Dhaval Patel 0002,Dhaval Patel 0002,28/1282-2
5600,Dheeraj Sanghi,Dheeraj Sanghi,66/4913
5601,Dhrubajyoti Goswami,Dhrubajyoti Goswami,g/DhrubajyotiGoswami
5602,Di Hu 0001,Di Hu 0001,49/8496-1
5603,Di Huang 0001,Di Huang 0001,45/780-1
5604,Di Lin,Di Lin,20/3191
5605,Di Ma,,
5606,Di Wang 0015,Di Wang 0015,18/5410-15
5607,Di Wu 0002,Di Wu 0002,52/328-2
5608,Di Yuan,Di Yuan,09/5856
5609,Dia Ali,Dia Ali,13/281
5610,Dian Zhang,Dian Zhang,49/3884
5611,Diana Bental,Diana Bental,50/1371
5612,Diana F. Adamatti,Diana Francisca Adamatti,87/4374
5613,Diana Francisca Adamatti,Diana Francisca Adamatti,87/4374
5614,Diana Franklin,Diana Franklin,f/DianaFranklin
5615,Diana Inkpen,Diana Inkpen,i/DianaInkpen
5616,Diana Keen,Diana Franklin,f/DianaFranklin
5617,Diana Marculescu,Diana Marculescu,59/2715
5618,Diana S. Bental,Diana Bental,50/1371
5619,Diana Wilson,Diana Wilson,130/9312
5620,Diana Zaiu Inkpen,Diana Inkpen,i/DianaInkpen
5621,Diane F. Kelly,Diane Kelly 0002,71/3546-2
5622,Diane Horton,Diane Horton,h/DianeHorton
5623,Diane J. Cook,Diane J. Cook,c/DianeJCook
5624,Diane J. Litman,Diane J. Litman,l/DianeJLitman
5625,Diane Joyce Cook,Diane J. Cook,c/DianeJCook
5626,Diane Kelly 0002,Diane Kelly 0002,71/3546-2
5627,Diane L. Souvaine,Diane L. Souvaine,s/DLSouvaine
5628,Diane M. Neal,Diane M. Rasmussen Pennington,02/4983
5629,Diane M. Rasmussen Pennington,Diane M. Rasmussen Pennington,02/4983
5630,Diane Neal,Diane M. Rasmussen Pennington,02/4983
5631,Diane Rasmussen,Diane M. Rasmussen Pennington,02/4983
5632,Diane Rasmussen Neal,Diane M. Rasmussen Pennington,02/4983
5633,Diane Rasmussen Pennington,Diane M. Rasmussen Pennington,02/4983
5634,Dianfu Ma,Dianfu Ma,97/3616
5635,Dianne Foreback,Dianne Foreback,151/3198
5636,Dianne P. O'Leary,Dianne P. O'Leary,o/DiannePOLeary
5637,Dianxiang Xu,Dianxiang Xu,11/5481
5638,Dick H. J. Epema,Dick H. J. Epema,e/DickHJEpema
5639,Didem Unat,Didem Unat,96/2997
5640,Didem Unat Erten,Didem Unat,96/2997
5641,Didier Stricker,Didier Stricker,02/5478
5642,Diedrich Wolter,Diedrich Wolter,73/1193
5643,Diego Cattaruzza,Diego Cattaruzza,145/0209
5644,Diego F. Aranha,Diego F. Aranha,75/5361
5645,Diego Fernández 0001,Diego Fernández 0001,222/4986
5646,Diego Fernández Iglesias,Diego Fernández 0001,222/4986
5647,Diego Fernández Slezak,Diego Fernández Slezak,52/9520
5648,Diego Garbervetsky,Diego Garbervetsky,g/DiegoGarbervetsky
5649,Diego Gutierrez,Diego Gutierrez,17/5123
5650,Diego Martinez Plasencia,Diego Martínez 0001,119/4591
5651,Diego Martínez 0001,Diego Martínez 0001,119/4591
5652,Diego Martínez Plasencia,Diego Martínez 0001,119/4591
5653,Diego Mollá,Diego Mollá Aliod,m/DiegoMolla
5654,Diego Mollá Aliod,Diego Mollá Aliod,m/DiegoMolla
5655,Diego Perez Liebana,Diego Perez Liebana,164/9035
5656,Diego Pérez-Liébana,Diego Perez Liebana,164/9035
5657,Diego R. Amancio,Diego R. Amancio,72/10670
5658,Diego Raphael Amancio,Diego R. Amancio,72/10670
5659,Diego Vaggione,Diego Vaggione,40/733
5660,Diego de Freitas Aranha,Diego F. Aranha,75/5361
5661,Dieter A. Fensel,Dieter Fensel,31/4309
5662,Dieter August Kranzlmüller,Dieter Kranzlmüller,k/DieterKranzlmuller
5663,Dieter Fensel,Dieter Fensel,31/4309
5664,Dieter Gollmann,Dieter Gollmann,39/5760
5665,Dieter Hogrefe,Dieter Hogrefe,h/DieterHogrefe
5666,Dieter Kranzlmüller,Dieter Kranzlmüller,k/DieterKranzlmuller
5667,Dieter Merkl,Dieter Merkl,m/DieterMerkl
5668,Dieter Otte,,
5669,Dieter Roller 0002,Dieter Roller 0002,r/DieterRoller0002
5670,Dieter Schmalstieg,Dieter Schmalstieg,s/DieterSchmalstieg
5671,Dieter W. Fellner,Dieter W. Fellner,f/DWFellner
5672,Dieter Wloka,Dieter Wloka,32/1956
5673,Dieter Zoebel,Dieter Zöbel,z/DZobel
5674,Dieter Zöbel,Dieter Zöbel,z/DZobel
5675,Dieter van Melkebeek,Dieter van Melkebeek,m/DietervanMelkebeek
5676,Dietmar Berwanger,Dietmar Berwanger,20/439
5677,Dietmar Fey,Dietmar Fey,09/4727
5678,Dietmar Jannach,Dietmar Jannach,j/DietmarJannach
5679,Dietmar Pfahl,Dietmar Pfahl,p/DietmarPfahl
5680,Dietmar Saupe,Dietmar Saupe,40/374
5681,Dietmar Seipel,Dietmar Seipel,s/DietmarSeipel
5682,Dietmar Tutsch,Dietmar Tutsch,92/1290
5683,Dietrich Albert,Dietrich Albert,42/6842
5684,Dietrich Klakow,Dietrich Klakow,00/1846
5685,Dietrich Kuske,Dietrich Kuske,19/4109
5686,Dietrich Paulus,Dietrich Paulus,p/DietrichPaulus
5687,Diganta Goswami,Diganta Goswami,06/6115
5688,Dik Lun Lee,Dik Lun Lee,l/DikLunLee
5689,Dileep Aroor Dinesh,Aroor Dinesh Dileep,152/1278
5690,Dilian Gurov,Dilian Gurov,47/1237
5691,Dilip P. Patil,,
5692,Dilip Sarkar,Dilip Sarkar,s/DilipSarkar
5693,Dilma Da Silva,Dilma Da Silva,03/6463
5694,Dilma M. Da Silva,Dilma Da Silva,03/6463
5695,Dilvan A. Moreira,Dilvan A. Moreira,89/2110
5696,Dilvan de Abreu Moreira,Dilvan de Abreu Moreira,89/2110
5697,Dima Alhadidi,Dima Alhadidi,96/6295
5698,Dima Damen,Dima Damen,95/3618
5699,Dimitar Kazakov,Dimitar Kazakov,k/DimitarKazakov
5700,Dimitra I. Kaklamani,Dimitra I. Kaklamani,27/4237
5701,Dimitra-Theodora I. Kaklamani,Dimitra I. Kaklamani,27/4237
5702,Dimitri Boiroux,Dimitri Boiroux,166/3830
5703,Dimitri Ognibene,Dimitri Ognibene,09/6691
5704,Dimitri Theodoratos,Dimitri Theodoratos,t/DimitriTheodoratos
5705,Dimitri Van De Ville,Dimitri Van De Ville,v/DimitriVanDeVille
5706,Dimitrios Apostolou,Dimitris Apostolou,78/3465
5707,Dimitrios Askounis,Dimitris Askounis,68/5665
5708,Dimitrios D. Koutsouris,Dimitris Koutsouris,27/3742
5709,Dimitrios D. Vergados,Dimitrios D. Vergados,67/2009
5710,Dimitrios Damopoulos,Dimitrios Damopoulos,78/10869
5711,Dimitrios Dionisios Koutsouris,Dimitris Koutsouris,27/3742
5712,Dimitrios Gunopulos,Dimitrios Gunopulos,g/DimitriosGunopulos
5713,Dimitrios J. Soudris,Dimitrios Soudris,s/DimitriosSoudris
5714,Dimitrios Koutsonikolas,Dimitrios Koutsonikolas,92/442
5715,Dimitrios Letsios,Dimitrios Letsios,75/9885
5716,Dimitrios Makrakis,Dimitrios Makrakis,27/526
5717,Dimitrios P. Pezaros,Dimitrios P. Pezaros,49/1051
5718,Dimitrios Pezaros,Dimitrios P. Pezaros,49/1051
5719,Dimitrios Plexousakis,Dimitris Plexousakis,89/6058
5720,Dimitrios Rafailidis,Dimitrios Rafailidis,46/7258
5721,Dimitrios S. Kolovos,Dimitrios S. Kolovos,85/48
5722,Dimitrios S. Nikolopoulos,Dimitrios S. Nikolopoulos,50/1235
5723,Dimitrios Soudris,Dimitrios Soudris,s/DimitriosSoudris
5724,Dimitris A. Fotakis,Dimitris Fotakis 0001,95/4731
5725,Dimitris A. Fotakis 0001,Dimitris Fotakis 0001,95/4731
5726,Dimitris Achlioptas,Dimitris Achlioptas,34/4066
5727,Dimitris Apostolou,Dimitris Apostolou,78/3465
5728,Dimitris Askounis,Dimitris Askounis,68/5665
5729,Dimitris Fotakis 0001,Dimitris Fotakis 0001,95/4731
5730,Dimitris Gizopoulos,Dimitris Gizopoulos,79/1691
5731,Dimitris Gritzalis,Dimitris Gritzalis,48/4664
5732,Dimitris K. Despotis,Dimitris K. Despotis,15/2974
5733,Dimitris Karagiannis,Dimitris Karagiannis,45/1628
5734,Dimitris Koutsouris,Dimitris Koutsouris,27/3742
5735,Dimitris Makrakis,Dimitrios Makrakis,27/526
5736,Dimitris N. Metaxas,Dimitris N. Metaxas,m/DNMetaxas
5737,Dimitris P. Tsakiris,Dimitris P. Tsakiris,45/658
5738,Dimitris Papadias,Dimitris Papadias,p/DimitrisPapadias
5739,Dimitris Papadopoulos,Dimitris Papadopoulos,66/5996
5740,Dimitris Papailiopoulos,Dimitris S. Papailiopoulos,77/344
5741,Dimitris Pezaros,Dimitrios P. Pezaros,49/1051
5742,Dimitris Plexousakis,Dimitris Plexousakis,89/6058
5743,Dimitris S. Kolovos,Dimitrios S. Kolovos,85/48
5744,Dimitris S. Papailiopoulos,Dimitris S. Papailiopoulos,77/344
5745,Dimitris Samaras,Dimitris Samaras,s/DimitrisSamaras
5746,Dimitris Syvridis,Dimitris Syvridis,38/7884
5747,Dimitris Varoutas,Dimitris Varoutas,78/3412
5748,Dimosthenis Kyriazis,Dimosthenis Kyriazis,85/4341
5749,Dina Duhovny,Dina Schneidman,20/3296
5750,Dina Katabi,Dina Katabi,k/DinaKatabi
5751,Dina Schneidman,Dina Schneidman,20/3296
5752,Dina Schneidman-Duhovny,Dina Schneidman,20/3296
5753,Dina Sokol,,
5754,Dinesh Babu J.,,
5755,Dinesh Babu Jayagopi,,
5756,Dinesh Bharadia,,
5757,Dinesh Jayaraman,,
5758,Dinesh K. Pai,,
5759,Dinesh Manocha,,
5760,Dinesh Mehta,,
5761,Dinesh P. Mehta,,
5762,Ding Li 0001,,
5763,Ding Ye,,
5764,Ding Yuan 0004,,
5765,Ding-Gang Shen,,
5766,Ding-Zhu Du,,
5767,Dinggang Shen,,
5768,Dinghao Wu,,
5769,Dingming Wu 0001,,
5770,Dingsheng Luo,Dingsheng Luo,64/5953
5771,Dingwen Tao,Dingwen Tao,162/0802
5772,Dingzhu Wen,Dingzhu Wen,176/2716
5773,Dino Mandrioli,Dino Mandrioli,m/DinoMandrioli
5774,Dino Pedreschi,Dino Pedreschi,p/DPedreschi
5775,Diodato Ferraioli,Diodato Ferraioli,18/7864
5776,Diogo Barradas,Diogo Barradas,204/5176
5777,Diogo R. Ferreira,Diogo R. Ferreira,87/3408
5778,Diomidis D. Spinellis,Diomidis Spinellis,s/DiomidisSpinellis
5779,Diomidis Spinellis,Diomidis Spinellis,s/DiomidisSpinellis
5780,Dionisios N. Pnevmatikatos,Dionisios N. Pnevmatikatos,04/3696
5781,Dionisios N. Sotiropoulos,Dionisios N. Sotiropoulos,80/4302
5782,Dionisis N. Pnevmatikatos,Dionisios N. Pnevmatikatos,04/3696
5783,Dionysios N. Pnevmatikatos,Dionisios N. Pnevmatikatos,04/3696
5784,Dionysis Athanasopoulos,Dionysis Athanasopoulos,29/2941
5785,Dip Sankar Banerjee,Dip Sankar Banerjee,19/10955
5786,Dipak Ghosal,Dipak Ghosal,55/4427
